Error: 248
Actual, FlowId, Expected
745,1853642095,182
744,2124221644,2
743,-413351719,762
742,-23198111,762
742,1996248959,724
742,2039587543,36
741,-1110465697,754
740,1360998501,741
740,2087127373,536
739,1046737296,14
739,739150240,639
739,1751468804,738
738,436433728,738
737,1188550455,705
737,-648446051,164
737,-1790019970,737
737,1098946867,220
737,1421349787,28
736,1750482297,263
736,1034909793,424
735,-608598114,543
734,2018312247,759
734,80586865,638
734,-1557127627,736
733,-1848722509,733
733,-473999782,715
732,1502057288,204
732,-1201266706,732
731,-489780625,20
730,-477268946,700
730,-298364110,4
730,-2035073939,102
730,-231222545,2
730,-1829360625,1384
730,-996576262,8
730,-421442786,26
729,-1138138797,724
729,721716540,1101
728,254693210,468
726,1571644282,41
726,-275801705,706
726,1100124473,92
726,1825386699,765
726,-101811722,743
725,-523154225,734
724,125440334,4
724,-1826197946,879
723,-1054428698,80
723,-1442179578,60
723,-1314144314,12
723,71819997,704
723,913453186,720
722,580721709,672
721,1253399825,699
720,967759893,2
719,-2141754028,750
719,-1118571956,16
719,336907451,1358
718,-1202913261,147
716,2090864477,524
715,-464663873,711
715,-800888898,719
715,-293229723,20
715,-2142911531,577
715,-1689631497,2
715,-1851035739,2
714,1646204662,122
713,361556924,618
713,1411432324,659
712,-323842716,688
712,-754665071,712
712,-1433962084,278
711,-105795431,704
711,1063333925,720
711,-1505724751,7
711,1667663277,2
711,330368677,2
711,1743083848,706
711,-1959468889,724
710,-470424094,14
710,-972972958,672
710,-972705118,3
710,-1310350036,688
710,1409243765,708
710,-2131137567,710
710,1070661671,710
709,1326161576,4
709,751988707,98
709,447313725,20
708,-1799378422,708
708,1131100880,2
708,618030441,832
708,1760678331,2
706,-1293255187,11
706,1129617455,19
706,1541867615,19
706,-1758069890,704
706,-922824203,707
706,-175754874,2
706,-90732697,6
706,1951582711,686
705,-1450414337,8
703,-848378944,140
701,-1012764691,6
701,-773295315,710
700,-1621784762,24
700,-1042687689,650
700,1513582685,648
700,-7328321,76
699,1341964148,105
699,1758274044,604
699,1940126936,116
698,-1678893082,3
698,665830914,768
698,-1484363666,656
697,-121873547,109
697,-582101467,2
696,1401375311,4
696,-647530504,10
696,-642351755,700
695,747404506,691
695,-2081854938,687
694,376608021,48
694,-377522197,4
694,843279902,499
694,-793445093,692
694,984405029,14
694,1925171133,682
693,501911653,3
691,837712273,667
691,30738241,593
691,1348229138,838
690,-692145885,2
689,973471732,680
689,811663992,589
689,908839636,9
687,1581537142,3
687,755431982,320
686,171920284,699
686,-636834745,540
686,-438645258,2
686,689676181,664
686,869272997,2
686,-362066345,30
686,1049827643,712
685,1663077737,666
685,1226092931,684
683,322521454,816
683,1595178728,810
682,-528986393,676
682,-1201131505,10
682,1166996511,632
682,-1016568047,662
682,-1011876359,20
681,1074769492,129
681,1526450854,588
681,689738596,644
680,1799254228,685
680,-2084196445,122
680,1246853400,700
680,1839020815,8
678,-1829931322,688
678,500723495,741
678,-735766853,678
678,1470073753,2
678,979983889,696
678,-1708260898,4
678,848243803,20
678,-1756818056,676
678,-1927810011,680
677,-892775580,22
677,-1645075197,70
677,-206657700,642
677,-1100018797,752
676,1483437510,685
676,-214037125,6
676,-128794865,832
676,669628548,2
675,1234224064,668
675,176401624,7
675,1938337095,672
674,-1878961198,1216
674,-392470902,4
674,1910655630,782
674,-319496919,9
674,-1121755871,688
674,1217060899,14
673,254304556,682
673,-1674951963,148
673,2045155715,673
673,-2126066459,519
673,-1590484531,20
672,442634928,631
672,1267319316,514
672,1142241944,21
672,992377408,6
672,-2136627767,520
671,946130149,5
669,1085252977,2
669,1532411760,653
668,804061078,677
668,1773194509,652
667,-87071601,551
666,1663015717,651
666,204205069,6
666,1567220333,4
666,1582066475,605
666,1419064907,434
666,1604722387,4
665,-169177710,66
665,-1493341740,580
665,1298440869,828
665,-920841180,24
665,1168837355,2
665,2006338955,733
665,1234609779,4
665,-44888502,2
665,671143861,106
665,1283006853,614
665,-523292699,656
665,-1389386318,6
664,1638357770,674
664,704484949,666
664,-1412346933,557
664,1027176307,714
664,-83750886,636
664,-1701186070,34
664,-479819548,36
663,1135218060,674
663,-1912052265,764
663,-197927743,603
663,-2072574055,4
663,2068470396,2
663,1679466451,622
662,-1974828662,4
660,-1648647706,546
660,239231770,20
660,-1799291946,10
660,-997751754,160
660,1484508220,2
659,391076436,762
657,2098603932,7
656,-465379349,718
656,1418228617,684
655,-213250278,5
655,-1054889910,2
655,-1344679882,692
654,-1852773944,855
654,-405012076,668
654,-1805923967,8
653,-40581654,543
653,-1504691112,633
653,1222224020,72
652,943609373,346
652,-2107511689,656
652,-1937368235,654
652,1691566502,2
652,732912805,110
652,253751590,232
652,1650270077,22
650,-40939199,698
650,1593845439,646
648,221723984,4
648,1057704418,656
645,-1074614657,602
645,-560904214,540
645,-866893703,670
645,-1081164537,2
645,-336641809,552
645,-1018165623,4
644,983012042,788
644,688686722,564
644,1224247355,672
644,-2088508043,694
643,-1234829104,677
643,620386256,41
643,751099801,3
643,1407165664,640
642,1432299231,12
642,-162357239,742
642,1841431095,734
641,-1948361637,8
641,-1109360138,55
641,-686301160,680
640,1343512525,472
640,-1916208528,690
640,784381291,624
639,-1697775672,126
639,-2081908008,568
639,-590684396,5
639,-553781012,628
638,580379809,622
638,-585402250,680
638,-1041700602,113
638,1009923274,664
638,-1252685482,616
638,682401601,14
638,784205705,2
638,1309428115,2
638,478581979,20
636,-692513820,638
636,-470591396,3
635,1942574289,610
635,-250880158,726
635,-1313075814,2
634,1990668634,2
634,1242468175,2
634,638767695,2
634,-232538028,639
634,442616041,646
634,-1406936155,822
633,-1631128380,175
633,-822427804,180
633,-138879690,636
633,-567952194,2
632,-1040447086,632
632,-1858057782,81
632,-1170556366,630
632,-1685106207,544
632,-1095039672,592
632,401550056,628
632,-1645825854,4
632,-102416358,636
632,581527032,2
632,231211217,630
632,1463547801,2
632,-1040188571,632
631,-685340646,706
631,1580175425,9
631,1980570041,16
631,1467061937,99
631,-1456952108,2
631,162096423,552
631,-1411996364,20
630,-486528465,20
630,947982117,638
629,977108068,6
628,790396087,603
628,-1937570832,610
628,1149578684,628
628,-1314781213,20
627,-524401450,434
627,-48334330,10
626,273392954,624
626,-472155292,646
626,-1331150033,4
626,1015563324,4
625,1271141481,18
624,1493270595,640
624,-743956718,4
624,-508676580,619
624,1785685863,22
624,1636467712,836
624,-1546364670,620
623,1456766585,4
623,1111651841,615
623,550828685,628
623,259178249,12
622,621915843,565
622,1887976572,685
622,-516228691,622
622,-599362687,626
621,1062284795,34
621,1377801523,518
621,410576358,44
621,646679894,2
620,-1520157486,606
620,1692991351,768
620,1847404426,446
620,-870619742,772
620,1586864042,4
620,-947417544,2
620,617271280,654
620,-2105687942,156
619,-1634287897,831
619,-1927770321,3
619,-1947853054,609
619,-663413017,2
619,-317375721,129
618,-1326796498,27
618,730671488,987
618,2017773623,626
618,609059136,668
617,143443898,610
616,-511224087,676
616,422037318,7
616,1529940235,616
616,873982676,628
615,-179686592,12
615,-706532895,650
615,398479104,594
615,341159600,4
614,423470619,8
614,-541453002,4
614,1275373043,660
612,69900852,2
612,531572616,2
611,1137130636,549
611,-1065367485,295
611,689017212,96
611,-1962788231,92
610,1391377726,628
610,472799692,578
610,1626690552,614
610,-357859570,612
609,-13988017,17
609,818491174,611
609,-2050447801,453
608,1137442537,7
607,1918690510,6
607,-1604084901,626
607,-541672373,2
607,-873886085,3
607,-251190034,2
606,-571787002,4
606,1780987321,20
606,1112607489,586
605,-1118877448,561
605,-942228288,607
605,-900062125,632
605,-1045375086,22
605,-544692746,605
605,-340116473,65
605,821389469,3
605,-103192352,4
604,761383506,590
604,1842710954,4
604,1747801202,2
603,-822260369,610
603,366290440,514
602,1598522446,602
601,1618972478,619
600,1273150375,600
599,1472003125,27
599,-1756299139,577
599,1909680770,60
599,1528919621,554
599,-301119817,603
599,1799171856,546
599,328471210,542
599,2004501638,714
598,-956278487,596
598,1126761819,4
598,1485448627,588
597,-928862649,520
596,889531052,576
596,1404704812,20
596,645287746,600
596,-1678246680,4
596,121968950,368
596,1068933718,244
595,-1414429201,10
595,1785839806,9
595,1583210184,278
595,859525072,135
595,-1272859809,6
595,1890806182,582
595,-1703750188,62
595,1670932214,2
595,1233465656,148
595,-2023444987,599
595,-1475905757,480
594,1097127489,902
594,2073847924,596
594,994135963,576
594,-1674256164,194
594,1053885387,18
594,-1752551735,555
594,-2009579469,2
594,-398293865,290
594,401747222,2
593,2088718177,629
593,1593443652,516
593,-1366257580,606
592,-487623428,541
592,-475552350,608
591,-189899652,31
591,-948542060,594
591,1291373933,811
590,-845738473,586
590,-1701675385,578
590,-1470172121,12
588,208492486,551
588,1554299550,43
588,-168452207,54
588,1176608618,2
588,42889026,40
588,57134241,2
588,-1342280435,560
587,-192037812,618
587,-1885328908,6
586,1490123191,359
586,-873540473,326
586,-1612603528,586
586,-2106461273,2
586,1005645471,867
586,-827311433,2
585,-1097047600,6
584,-458062083,582
584,2000418292,474
583,-1491204403,3
582,-713153723,557
582,758839342,544
582,-1246055996,555
582,1919102409,598
582,-462643283,4
582,882906678,8
581,-430389545,581
581,826855068,582
580,-1213626602,580
580,1322030810,4
580,1471728354,556
580,-1138757629,565
580,-397370327,8
580,1846907995,12
580,-70986847,654
579,-618936914,50
579,1648498660,579
579,-1725761559,32
578,1512533893,177
578,-1411468754,578
578,-715674508,612
578,1192480005,760
578,719312045,2
577,-298987332,8
576,838533441,596
576,-1245584042,278
575,-614048218,572
575,1988901134,534
575,-328427946,2
574,-609375534,18
574,2135635146,10
574,-1813822302,8
574,1232179466,504
572,555856543,4
572,-1467402657,18
572,639879257,642
572,-1909723161,556
571,2049843051,629
571,1600353319,563
571,796674983,4
571,-1766564043,624
570,-662202556,453
570,-848287049,568
570,-954048929,6
570,497205656,8
570,-1888227061,20
570,1101076856,2
570,-1732995540,8
570,-1520932388,4
570,1763701322,142
570,899587872,556
569,-1386125934,676
568,-228396850,10
568,1105067553,574
568,-1424151586,583
568,712552126,4
568,-1577755434,609
568,100189745,9
568,-612700338,12
568,-809271061,568
568,1248010572,570
567,1363143894,961
567,853130228,12
567,246926661,4
567,-165817799,541
567,-1151548862,2
567,1873098077,92
567,-400920361,2
566,1613966388,646
566,-1608709840,8
566,-1487795206,568
566,-1962861513,4
565,-1817225536,947
565,1383452020,364
565,714240972,32
565,2049297124,236
563,1762763416,3
563,341924416,578
562,-349081889,571
562,18690299,564
562,1718598264,38
562,-911153298,554
562,-1644785346,4
561,-671259789,10
561,991152661,8
561,983133085,4
560,413594709,14
560,-1984292519,570
560,-68559196,526
560,-587678031,6
560,978668149,572
560,-382348736,592
559,118140386,200
559,1354845960,124
559,1976116586,20
559,-1765974820,836
558,-1499454514,4
557,-1842367286,575
557,1646503540,179
557,-1793647871,569
556,-128615246,12
556,-1871370958,555
556,-2053671469,484
556,1364841707,12
555,1384511771,531
555,511756010,121
555,1642445458,4
555,1609627643,2
554,-317166754,532
554,1263926726,8
554,1232955758,7
554,1999810367,586
554,-194977154,14
554,180245371,578
554,-1072394039,9
554,-1530344135,4
553,1133267783,20
553,1218785653,561
553,1785418653,128
553,-646517179,578
552,574994350,2
552,635139726,550
551,1087084460,551
551,-1734320110,9
551,-621463150,36
551,1777708799,116
551,-323920054,2
550,-316238051,568
550,1956922252,2
548,-1056289239,556
548,-1329771026,558
547,-409433664,651
547,-64132045,549
547,-450252535,536
546,1046905291,551
546,-1062239627,595
545,-1413971943,547
545,760393828,491
544,-1215236476,552
544,1138973971,546
544,-816920463,4
543,-1034814569,583
543,-908533630,542
543,-2020329150,5
543,826802811,766
542,-1816265874,6
542,-969074370,816
542,-233078854,512
541,-1896800729,41
541,-2096117513,404
541,1541411303,20
541,635047015,8
540,-1868597608,24
540,335990554,2
540,-659139194,546
540,621518706,4
540,1358307257,2
540,-1374706257,542
540,-650578402,2
540,1105799057,540
539,-1228186517,2
538,-1335951715,20
538,118762196,2
537,-457073338,145
537,-540559626,66
537,620031525,556
537,-1809939886,4
537,-1173318402,8
537,-2137167178,2
537,-1895650488,544
537,121857597,28
536,741859951,538
536,302706580,4
536,697541334,536
536,1108668956,542
535,-1504315360,55
535,-291808218,282
535,899468832,116
535,1639995891,736
535,367716151,20
535,-1247981500,858
534,-1266885878,550
534,-651195695,543
534,-1897318955,1150
533,1762997067,206
532,1276109347,632
532,-677468994,544
532,511658247,540
531,127296292,528
531,1736579804,3
531,116185344,23
530,1616668513,3
530,-1911985974,736
529,361968231,572
529,-766123498,497
529,-1049374107,4
529,-859447578,534
529,-603544051,508
528,1362964428,508
528,-321317387,845
526,-1472114512,4
526,100754159,96
526,1059959248,644
526,1614054855,52
525,-156563438,557
525,-2095876540,536
525,618555856,517
525,-1096695444,3
524,1026200926,1267
524,-795374646,12
524,-215910357,558
524,396247766,226
524,-416759405,2
524,-53680074,548
523,-871675672,584
523,-1602018928,20
522,2140609810,5
522,-1421294102,960
522,877688978,521
522,1396008257,490
522,2007232794,522
522,161061098,3
522,-575459173,572
522,1348493857,20
522,-975354154,20
522,-1206774074,480
521,-1818140214,555
521,-1204361947,376
521,-90761243,2
521,-1752415434,37
521,268029006,20
519,-488510297,2
519,-26043173,2
519,-2108866413,10
519,-2078166009,517
519,1599239531,658
519,-1393282941,162
518,-632478714,6
518,-1708815335,4
518,-442438822,518
518,-267253350,236
518,-811296274,9
518,-1465924554,6
517,1050926934,532
517,581066361,6
517,730795521,228
517,42365370,252
517,1946482854,538
517,-1955625706,626
517,1869491846,6
516,-2105877761,516
516,-819334389,6
516,-178945501,520
516,-117207932,1706
515,-937410791,6
515,-1485123239,517
515,-1524760384,11
515,-1186760582,70
515,1829053885,436
515,319730125,100
514,-1643366056,468
514,-987834750,514
514,1070804677,8
514,751224661,20
513,1286187202,515
513,585023854,107
513,1043967894,20
513,173044049,526
513,-1993305187,20
512,1971166431,6
512,215370603,410
511,510257858,3
510,1872827226,520
509,949778181,16
509,279887413,688
508,837155768,508
508,942723143,581
507,-848202135,168
507,715226367,224
507,1718419743,252
506,-111362471,5
506,-118833640,525
506,-1372688647,4
505,-506134420,80
504,-1127038277,416
504,2023873230,3
504,2054335598,492
503,975695085,22
503,-1604829446,4
503,-1902862643,527
503,948802025,2
503,585902391,4
503,2131342269,485
502,-1210191369,20
502,1959579210,4
502,202498138,640
501,-1281479364,290
501,-1593904057,2
500,-898748613,352
500,-1221010565,148
499,-68856653,505
498,-1921945215,508
498,1519844614,812
498,760647858,3
498,1949893462,2
497,-1969088210,593
497,-613039930,4
497,-723907490,58
497,-1131312602,12
497,-1476907306,2
496,-534324246,438
496,-1771887085,571
496,1247260821,10
496,-177401046,58
494,-99769126,494
494,358014022,136
494,-1507792814,2
494,-1602518733,504
494,968222262,502
494,-175587973,36
494,-855966790,2
493,57342471,515
493,-1204888947,97
493,-734542662,482
492,282387852,9
492,1697622694,6
491,417721998,506
490,1177944528,472
490,230939872,222
490,620842113,510
488,1384532232,7
488,988339872,4
488,837801024,45
488,-1637220979,14
488,-885374640,2
487,-207689957,517
487,615066037,2
486,-418314431,521
486,-198490797,2
486,-1509365423,2
486,303625359,918
485,1813311869,385
483,504737111,483
483,1782926727,20
482,-1673780535,464
482,2020366934,513
482,916518503,484
482,-785621119,20
482,1374422662,98
482,1981899959,526
481,841926732,192
480,430938113,510
480,-720169034,460
479,1898421678,3
479,1775425697,9
479,1921371447,1294
478,-1469872605,465
478,-260480307,515
478,-1313956632,458
478,-1482510354,468
477,-1430419953,52
475,-607807192,588
475,-1700014528,26
474,-1029717095,4
474,-2094584795,2
473,1380271520,30
473,502272688,440
472,683772081,48
471,1523600435,448
470,-1795836056,248
470,1037547391,19
470,-1251824832,9
470,-795155107,52
470,-548184694,537
470,-324984,189
470,1002815034,216
470,-1513433296,36
468,1510177983,488
468,-1225136100,8
468,-2093640860,788
468,-1039781653,466
468,-996445189,6
467,-495837962,319
467,617560657,2
467,-947733642,128
464,-840991189,594
464,1428187208,264
463,919531991,90
463,1984439367,364
462,-519342435,462
462,-19839611,484
461,-1962850343,469
461,28589646,4
460,-922843668,56
460,-988183445,548
460,-1128100676,609
460,1673222299,4
460,1603332473,534
459,-1280552496,17
459,-540525760,597
459,548800894,13
459,590665310,4
459,-386212576,484
459,-48733569,2
458,1780338617,14
458,-1443964275,461
458,724660031,20
457,-2099618003,20
457,-2008607212,371
457,-1878691483,14
457,-1425377747,436
456,312519572,650
456,1730528492,4
456,-242471528,4
456,-732259184,452
455,714178588,593
455,-831497687,867
455,-996733815,2
454,-997248445,441
454,-1283769045,5
454,-1843065501,8
454,-74774757,10
452,1678374418,452
452,-777849135,11
452,716424323,2
450,1202792760,92
450,1539461022,870
450,130533872,972
449,-756859653,542
448,986712237,95
448,582790525,493
448,-948566068,599
448,1447266808,630
448,1907099577,510
448,-1758170012,4
448,733507346,2
447,550351214,2
447,385053928,12
447,-1939495636,463
447,1111411112,8
447,870804458,14
447,971956478,8
446,1202018138,6
446,129827079,753
446,1072492874,443
446,2051542917,8
445,-1664747512,402
445,-635507389,632
444,302979613,190
444,2014598251,503
444,-1673215038,648
444,416358397,109
444,-1935719003,584
443,1811222602,463
443,-1756036896,5
442,-1097614584,332
442,-1565312056,110
442,-36071516,20
442,-1280674633,338
442,1004164258,530
442,-519622236,404
442,1707674499,651
442,1743606630,626
441,-148430834,529
441,-1069161039,2
441,1019165160,12
441,-681168951,20
441,317372896,456
440,86330022,228
440,-1332088402,440
440,1504158078,354
439,604441907,5
439,698609771,2
439,1014772791,4
439,1517700127,443
438,1954232592,26
438,868935808,8
438,-1250673263,2
438,-1700719271,581
438,1878507256,2
436,-1164232456,298
436,-679952600,18
436,-388635109,6
436,-1711606573,268
436,-1853034021,162
435,-1398003882,131
435,1137747012,4
435,822080004,426
435,-1105113466,453
435,-260206258,2
435,1923182196,9
434,1765174484,6
434,1986427068,376
434,714602760,567
434,701756364,434
434,-1723307096,56
433,397144992,4
432,1726929919,438
432,850918091,440
431,748674816,12
431,1005718264,431
430,1720182732,436
429,252415376,254
429,1311760623,536
429,1012643784,95
429,1417226312,74
428,-23727229,12
428,-303222493,210
428,932376430,540
428,-54382525,210
428,362566317,20
427,23057570,408
427,140483535,4
427,2047315562,417
427,2098513367,24
426,-226212987,10
426,-1965859115,48
426,-997496691,54
426,-1874594451,44
426,-1973551658,584
426,-1846549707,362
425,-1583852541,4
425,-1723843154,822
425,-1643712733,566
425,-1512896776,398
424,1588260570,610
423,1514866186,583
422,-177664404,70
422,1380102457,512
422,-2098954634,547
422,-799523132,18
420,-1245905267,422
420,-798154762,9
419,-1823433400,4
419,1255020484,309
419,886793118,4
419,257056580,110
419,-405306840,4
419,1367774518,378
419,-122763327,17
419,-1509069607,416
418,1316937329,466
418,-2019968973,418
418,-1782123747,416
418,-874374057,20
418,1650356849,123
418,-1074761017,10
418,-358235185,8
417,59700923,450
416,-2102795427,290
416,-1639273377,260
416,-668999298,8
415,442018112,293
415,1826559951,20
414,-115786432,1960
414,1181975464,434
414,-1557170171,456
411,1420189725,5
411,62004117,408
410,-35499891,486
410,-939551551,410
409,-1438723720,419
409,438420544,394
408,1865121164,8
408,-1012460478,184
408,-338897246,120
408,-1856601965,412
407,-805215388,27
407,2092140603,564
407,-358443464,2
407,-1451579508,681
407,-1766543144,414
406,-1411228590,378
406,-74844062,2
405,-1895283025,224
405,-2100480425,171
405,1910560421,525
404,1333933748,352
404,421589480,32
404,907363900,10
404,832774464,12
404,1098570700,30
403,-1256350499,5
403,-775016459,400
403,714604138,368
403,411860970,218
403,1694525346,104
401,-1687889242,275
400,239631750,10
400,1992372486,369
398,-1204242186,527
398,803361424,2
398,-220770498,2
398,719004551,3
398,578261837,403
398,-640991882,44
398,-833259070,2
397,-1401958105,407
396,-30143380,36
396,-185616291,36
396,1160163270,484
396,1988393974,548
395,-509010897,438
395,-37220453,401
395,-1010279366,31
394,1763594037,432
394,299712350,4
394,21765350,598
394,1704395407,4
394,374689198,2
394,1574630428,398
393,734441444,101
392,-1252262842,259
392,2088799155,13
392,1816088959,2
392,-563189959,460
391,-433449477,558
391,-891380346,6
391,-1429890922,9
391,-1799138386,374
390,522261107,340
390,-503359096,5
390,-921720664,698
390,1578854411,60
390,1942349705,420
389,749947587,461
389,-273275463,965
388,-1794911997,20
388,727607935,6
388,505976459,388
388,-1032486948,3
388,1615376723,602
388,-1409158084,160
388,1804359767,2
386,-1499788079,5
386,-596717359,16
386,1074752854,458
386,120875768,386
386,-1175874535,348
385,941519167,87
385,1899355495,42
384,-53753892,384
384,767824403,386
383,1814743128,348
383,853934784,20
382,918088615,16
382,-1463198851,297
382,1257532911,334
382,-1015659379,224
382,1560941757,400
382,-1330465258,352
382,1465048247,20
382,-446652171,160
381,1199843281,4
380,612518719,156
380,-257604760,376
380,-770534360,10
380,313497615,177
380,-1343640860,2
380,-213341868,380
380,-1614106598,400
379,1092379763,370
379,-1021622323,370
379,2145692862,352
378,-889633494,390
378,309075637,376
378,458548829,2
378,931151675,394
378,1432452366,218
377,-272732609,57
377,447822769,2
377,-677101689,320
377,-1279336935,8
377,-972697895,102
377,-941920199,102
377,-909308860,324
376,-438059932,7
376,-1527122333,376
376,1700368170,4
375,1047432797,117
375,457652143,7
375,-975515801,306
375,1687164789,196
375,997746639,388
374,1457156287,14
374,2097514455,316
374,2075758087,15
374,-17908961,12
374,-366439337,2
374,-1033928024,366
373,75213664,17
373,-1487234303,300
373,2026210488,552
373,-1439701095,73
372,-1659252326,602
371,1357895744,375
371,-1323562963,3
371,-577208472,200
371,-1635789523,356
371,-854584795,2
371,-832480312,568
370,2020867869,358
370,-1820411928,378
370,-1450736181,2
369,-741024687,78
369,-1626269000,417
369,-1979174407,271
369,1578147786,436
369,-190441935,6
369,-344479455,2
368,640297376,138
368,1586747506,45
368,1692779456,12
368,-904077356,67
368,1289378775,828
368,997288569,564
367,-1088777286,45
367,-2011552664,635
367,-1465939534,2
367,1952640411,4
367,1362109611,362
366,1029660163,12
366,1029339939,6
366,-1630255739,572
366,1049945966,246
366,2121412747,346
366,-1663087379,2
365,381230164,374
365,-658011306,4
365,-868457402,20
363,-1526377851,372
363,843319876,12
363,-387861249,20
362,1969176099,6
362,1354116179,364
362,1722565859,144
361,-773701308,13
361,-1875882577,61
361,-1629762828,336
360,-888967606,236
359,156421528,37
359,-1748017645,48
359,-407907884,236
358,581592115,186
358,-1257828123,6
358,2037889113,8
358,1447931011,174
356,322546598,364
354,2000847389,88
354,893312325,254
354,751923117,4
354,2107274431,120
353,176770825,90
352,-650888710,354
352,468836219,28
352,-1402158028,850
352,1392473747,322
352,966223139,2
352,-863728502,2
351,-180700998,413
351,751465459,575
350,-1356473425,4
350,-1895607697,76
350,-1148310865,16
349,538994064,694
348,-2118378310,348
348,-434670274,20
348,834375466,348
348,867778686,28
348,1335840678,6
347,147604056,197
347,1290301890,373
346,1900664995,354
345,1758606801,10
344,73665738,125
344,-1709691,328
344,1895775134,344
344,-374025397,217
344,-199811637,163
344,439454434,4
343,1084954196,594
343,114794335,50
342,-1323308522,20
342,-1448448033,4
342,-749504442,222
342,577949313,4
342,-1529508870,6
341,762486852,9
341,1391377300,2
341,188171628,20
340,-1346446714,11
340,-1330832466,502
340,-1680795402,8
340,1606735324,78
340,-434685617,728
340,-455564637,3
340,-1851755437,322
340,-524830637,15
340,-583511114,174
339,-521056088,620
339,-67805792,21
338,1831707546,591
338,1742926932,2
338,-1874272533,338
338,-184894249,264
338,-743276640,280
338,-4889712,236
338,-867024728,8
338,-1647674097,8
338,-1472098889,66
337,1831217640,40
337,322569592,292
337,308175144,3
336,-1599586130,3
336,-1328359098,356
336,1981316154,260
336,-1572540256,322
336,1596548394,3
336,-1105621434,16
336,1251454130,20
336,1701571266,20
336,310002082,36
336,-1303109890,6
335,1839100124,392
335,351235592,934
335,-429599498,345
335,2014831328,244
335,368713952,126
334,-2075203664,10
334,-635975094,336
334,-747716446,4
333,1740353626,344
332,-1356061304,4
332,1885829612,4
332,1999180977,337
331,1929121926,358
331,546185022,11
330,1280218008,316
330,1656788731,7
330,-1571564981,326
330,1444918196,330
330,1438834064,8
330,695917496,2
329,-523620129,133
329,2110069706,329
329,776517849,211
329,1019333622,312
328,-90863834,6
328,1055888993,10
328,-1227639452,194
328,-1668609258,2
327,1451838759,327
327,877754486,328
327,-502858028,3
327,-631917394,3
327,-1035749386,4
327,1757903483,337
326,459182554,132
326,-1037959396,20
325,-1598766408,281
325,-1896953240,174
324,-1740139873,6
324,-2070488950,127
324,-1590133977,592
324,177434633,16
324,-742819900,312
324,616190825,328
323,-1632218044,4
323,-686877004,2
323,-1788948792,332
323,-1765973848,188
323,1690368687,332
322,-1077505142,335
322,-1527090029,327
321,-9175082,346
321,1283666489,2
320,-263317360,8
320,1539973339,130
320,398410211,429
320,-866623532,6
319,1786410425,147
319,878315576,859
319,-14114117,341
318,-1064832220,438
318,1800208370,4
318,-452667713,60
318,-1769332151,10
317,-1946373574,320
317,435442235,323
317,1219730762,12
316,158023096,280
316,1297806832,6
315,1242198431,184
315,1601996183,20
315,-1036984946,308
313,-1856554262,2
313,-667328654,193
313,130076330,158
313,-813441614,263
312,1345755781,189
312,1296809117,123
312,-1111589133,344
312,1586287721,332
312,308633833,28
311,-1328736862,313
311,1325820496,289
311,367143039,179
310,-714964122,209
310,-1681926088,310
310,-675543858,302
310,-1996326178,8
310,1771512014,308
309,1110385462,266
309,-1128059082,87
309,117964040,257
309,2120721358,34
307,-1602402482,218
307,523714206,24
307,108207928,369
307,478325399,3
307,2082837612,200
307,1020945124,14
307,-729652994,258
307,1457580534,2
306,-2019760656,15
306,80454841,314
306,388024457,150
305,-1983464459,305
304,-2047870192,13
304,-1034985864,366
304,-912402242,38
304,-1869060039,314
303,-1862002853,289
303,-876568504,286
303,1880881680,453
303,1630413268,2
301,-1281204718,2
301,-768855941,50
300,994697340,302
300,1704729997,16
300,-82215410,129
300,-1277930274,3
300,-456510200,4
300,-256854058,166
300,-27232214,2
300,-1379428566,26
299,291285281,227
299,-334104376,9
299,-1993535184,288
299,77368577,68
299,1619869828,29
299,1688859801,12
299,1622341580,282
299,-311965048,2
298,1374964093,228
298,313310541,354
298,708440549,22
298,-988646975,7
298,-1375853751,166
298,1223609005,246
298,1602206005,164
298,-605437807,134
297,-1460054491,193
297,-594210980,149
297,445811697,160
297,1770723493,256
297,11903697,117
297,936390209,12
297,1982407937,282
297,-272284988,78
297,-1022561356,162
296,-1213782625,2
296,-1942265083,6
294,1857652244,4
293,682355779,316
293,591237103,2
293,892534807,20
293,971230719,2
292,863909523,292
292,264128354,363
291,-906939927,544
291,-1230099447,59
291,-16272790,104
291,-583328510,194
291,1022069171,304
290,-390144614,5
289,-102126388,177
289,1310683698,828
288,-1729964891,123
288,-1942643224,306
288,-2059733466,7
288,-1992180981,286
288,-986231370,6
288,1903560586,72
288,-609972541,2
288,-1996189992,2
287,189070377,912
287,-1255809462,8
287,352867146,400
286,-326385879,3
286,-552241230,712
286,-140380969,288
286,-1899421182,2
285,-733360191,283
285,-1188317823,2
285,-1484703338,2
285,1316182869,148
285,-173581234,312
284,-909494956,296
284,-89122383,4
284,-229666296,284
284,-1474441464,261
284,-1444396424,20
284,488275894,2
284,322112310,334
284,1875466695,284
283,-1054939843,252
282,-733048147,292
282,-1228024111,6
282,666396802,422
282,753842839,414
282,194792132,296
281,-898881184,238
281,431785708,222
281,-1995605480,14
281,224692064,270
281,-688043885,4
281,-479326504,20
281,-298738296,3
281,-1251624249,492
281,-898013000,536
281,-1567958416,2
280,1590909452,285
280,315917134,5
280,-265490206,261
280,-916906554,18
280,2023938222,264
280,170616747,124
279,-940737433,275
279,-1964983408,43
279,-1355529769,4
279,-908992607,234
